name,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,type,movement
Alone,SadBoyProlific,"['sad lo-fi', 'sad rap']",0.874,0.358,9,-13.642,1,0.459,0.494,0.00196,0.336,0.437,119.091,160061,4,depressed,[0]
I Fall Apart,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,depressed,[0]
Sad Nibba Hours,Papithbk,"['australian trap', 'sad lo-fi', 'sad rap']",0.745,0.664,11,-5.476,0,0.235,0.322,0.0,0.851,0.526,121.083,150703,5,depressed,[0]
1-800-273-8255,Logic,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4,depressed,[0]
Memory,Promoting Sounds,"['aesthetic rap', 'sad lo-fi']",0.748,0.694,1,-7.616,1,0.0861,0.0616,0.000167,0.331,0.197,115.044,134609,4,depressed,[0]
Hurt Me,Juice WRLD,"['chicago rap', 'melodic rap', 'rap']",0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906,122285,4,depressed,[0]
Fuck Love,XXXTENTACION,"['emo rap', 'miami hip hop']",0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,depressed,[0]
Life is Beautiful,Lil Peep,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",0.533,0.638,10,-9.411,1,0.0636,0.0385,0.000932,0.0758,0.324,135.056,207587,4,depressed,[0]
Suicidal,YNW Melly,"['melodic rap', 'rap']",0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,222997,4,depressed,[0]
Me and My Guitar,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4,depressed,[0]
gone girl (feat. Trippie Redd),iann dior,['melodic rap'],0.679,0.714,11,-5.849,1,0.0287,0.15,0.0,0.0684,0.334,94.992,136568,4,depressed,[0]
Dead and Cold,SadBoyProlific,"['sad lo-fi', 'sad rap']",0.622,0.467,2,-9.889,0,0.568,0.872,2.15e-06,0.0931,0.716,87.967,89625,5,depressed,[0]
Love Scars,Trippie Redd,"['melodic rap', 'rap', 'trap']",0.654,0.612,9,-7.323,0,0.0528,0.000411,0.0,0.118,0.262,119.218,143969,4,depressed,[0]
Losing Interest,Papithbk,"['australian trap', 'sad lo-fi', 'sad rap']",0.815,0.321,10,-15.727,0,0.42,0.68,0.0,0.175,0.45,134.042,93360,4,depressed,[0]
Lovemark,Ouse,"['emo rap', 'sad lo-fi', 'sad rap']",0.808,0.331,5,-13.457,1,0.0557,0.131,0.0,0.225,0.337,140.035,219482,4,depressed,[0]
Never Be Alright,Seon,"['lo-fi chill', 'sad lo-fi', 'sad rap']",0.835,0.284,7,-10.121,0,0.0778,0.631,3.96e-06,0.102,0.286,86.982,168308,4,depressed,[0]
Empty,Juice WRLD,"['chicago rap', 'melodic rap', 'rap']",0.746,0.561,0,-4.869,1,0.0526,0.0758,0.0,0.132,0.463,77.535,248431,4,depressed,[0]
Moonlight,XXXTENTACION,"['emo rap', 'miami hip hop']",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,depressed,[0]
Computer Crash,Lui Joseph,['sad rap'],0.782,0.52,7,-9.338,0,0.171,0.174,0.0,0.0747,0.495,113.958,169509,4,depressed,[0]
Mama Cry,YNW Melly,"['melodic rap', 'rap']",0.543,0.492,7,-7.432,1,0.156,0.0739,0.0,0.11,0.107,220.099,231298,4,depressed,[0]
How Could You Leave Us,NF,"['hip hop', 'pop rap']",0.536,0.708,6,-7.882,1,0.758,0.513,0.0,0.0951,0.09,78.33,322587,4,depressed,[0]
Cada Motivo,EZVIT 810,['rap espanol'],0.712,0.519,1,-10.247,1,0.187,0.801,0.0,0.104,0.139,125.028,268800,4,depressed,[0]
Hate Me!,MASN,['sad rap'],0.683,0.628,6,-6.512,1,0.123,0.659,0.0,0.106,0.356,142.06,154757,4,depressed,[0]
Toxic Waste,Trippie Redd,"['melodic rap', 'rap', 'trap']",0.729,0.516,8,-11.404,1,0.0628,0.0555,1.95e-06,0.107,0.379,111.97,173129,4,depressed,[0]
Save That Shit,Lil Peep,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,106.0,231547,4,depressed,[0]
Don't Wanna Breathe,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",0.709,0.6,8,-7.079,0,0.102,0.282,0.0,0.134,0.345,142.02,196672,4,depressed,[0]
Walk Away,SadBoyProlific,"['sad lo-fi', 'sad rap']",0.641,0.373,1,-14.13,1,0.44,0.761,0.0,0.0993,0.282,100.268,120189,4,depressed,[0]
Righteous,Juice WRLD,"['chicago rap', 'melodic rap', 'rap']",0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4,depressed,[0]
SAD!,XXXTENTACION,"['emo rap', 'miami hip hop']",0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,depressed,[0]
Laying on my porch while we watch the world end.,Powfu,"['sad lo-fi', 'sad rap']",0.664,0.399,6,-11.661,1,0.0743,0.791,0.0,0.116,0.424,133.904,200602,4,depressed,[0]
772 Love,YNW Melly,"['melodic rap', 'rap']",0.676,0.623,6,-7.297,0,0.0352,0.226,1.66e-05,0.159,0.347,111.466,209489,4,depressed,[0]
Lonely Nights,Papithbk,"['australian trap', 'sad lo-fi', 'sad rap']",0.75,0.658,0,-7.662,1,0.514,0.131,0.0,0.105,0.407,99.786,137613,4,depressed,[0]
CRY,Parker Jack,[],0.676,0.481,1,-11.254,1,0.154,0.836,1.02e-06,0.0982,0.608,152.003,135419,4,depressed,[0]
Broken,Lund,['emo rap'],0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,200673,4,depressed,[0]
Love Sick,Trippie Redd,"['melodic rap', 'rap', 'trap']",0.864,0.709,6,-6.909,0,0.0984,0.517,5.39e-05,0.623,0.671,119.048,177981,4,depressed,[0]
witchblades,Lil Peep,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",0.634,0.54,8,-7.002,1,0.0777,0.0223,0.0,0.302,0.543,143.968,149360,4,depressed,[0]
Garo,LVZ,"['cloud rap francais', 'rap calme']",0.776,0.527,6,-10.488,1,0.0585,0.885,4.18e-05,0.1,0.369,128.076,138750,4,depressed,[0]
Heartbreak,SadBoyProlific,"['sad lo-fi', 'sad rap']",0.861,0.378,0,-19.649,1,0.304,0.519,8.46e-05,0.128,0.513,139.943,205714,4,depressed,[0]
Legends,Juice WRLD,"['chicago rap', 'melodic rap', 'rap']",0.586,0.82,8,-4.791,0,0.072,0.114,0.0,0.134,0.391,142.107,192036,4,depressed,[0]
Jocelyn Flores,XXXTENTACION,"['emo rap', 'miami hip hop']",0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,depressed,[0]
Betrayed,Lil Xan,['cloud rap'],0.821,0.434,10,-9.194,0,0.118,0.434,0.0,0.128,0.241,120.012,187173,4,depressed,[0]
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,221747,4,depressed,[0]
Why Am I Waiting,Papithbk,"['australian trap', 'sad lo-fi', 'sad rap']",0.747,0.387,1,-10.671,1,0.471,0.347,0.0,0.254,0.234,126.054,95680,4,depressed,[0]
Take It All,Kado,['sad rap'],0.81,0.491,11,-6.953,1,0.0609,0.118,0.0,0.284,0.511,90.524,176405,4,depressed,[0]
Promised,Macroix,[],0.143,0.000116,0,-37.894,1,0.0916,0.851,0.973,0.109,0.0,140.571,153143,5,sleep,"[0, 0.2]"
Melancholy,Jonas Sandberg,[],0.175,0.00184,10,-41.3,1,0.0414,0.994,0.956,0.0989,0.147,73.583,179294,4,sleep,"[0, 0.2]"
My Armour,South Noon,[],0.158,0.00256,10,-45.728,1,0.0427,0.994,0.868,0.108,0.185,135.456,200000,3,sleep,"[0, 0.2]"
Sakalas,Gabriel Derus,[],0.136,0.0023,7,-39.17,1,0.0406,0.991,0.885,0.122,0.0695,73.821,176786,5,sleep,"[0, 0.2]"
Spherical,Aiden Gaarder,[],0.191,0.00866,5,-33.943,1,0.0511,0.96,0.966,0.105,0.0319,132.161,175667,3,sleep,"[0, 0.2]"
Isolate,Mystery Ark,[],0.202,0.00151,7,-45.015,1,0.0424,0.97,0.911,0.123,0.174,67.513,202000,4,sleep,"[0, 0.2]"
Protect Your Mind,Treasures Meditation Flow,[],0.179,0.00108,11,-43.908,1,0.0319,0.973,0.911,0.102,0.0418,69.71,194000,4,sleep,"[0, 0.2]"
Aesolace,Pollux Pluto,[],0.144,0.00254,10,-41.545,0,0.0505,0.993,0.964,0.11,0.0697,140.898,181395,4,sleep,"[0, 0.2]"
Nordic Dusk,Frej Simdo,[],0.131,0.0012,3,-45.385,1,0.0429,0.982,0.965,0.112,0.0375,73.369,192000,1,sleep,"[0, 0.2]"
Forward Momentum,Ceylan Aydem Project,[],0.139,0.0004,9,-40.151,1,0.0509,0.921,0.966,0.11,0.0338,139.223,167737,3,sleep,"[0, 0.2]"
Times of Balance,Phobic,[],0.173,0.000887,0,-46.216,1,0.0469,0.976,0.965,0.0969,0.171,69.341,172000,5,sleep,"[0, 0.2]"
Epica,Ella Watson,[],0.169,0.000108,0,-37.879,1,0.065,0.821,0.973,0.11,0.0,137.687,189643,3,sleep,"[0, 0.2]"
Tender,St/llar,[],0.146,0.00114,10,-42.893,1,0.0452,0.993,0.942,0.116,0.0605,138.774,183291,3,sleep,"[0, 0.2]"
Hemisphere,Solis Occasum,[],0.146,0.000737,0,-40.924,1,0.058,0.985,0.955,0.114,0.0395,66.074,182497,5,sleep,"[0, 0.2]"
Changing,De Janos,[],0.0905,0.000328,0,-38.731,1,0.049,0.878,0.865,0.111,0.0369,88.651,183374,5,sleep,"[0, 0.2]"
The New World,Cardi Mist,[],0.156,0.00167,9,-44.873,1,0.0411,0.995,0.876,0.0986,0.0782,136.67,194000,3,sleep,"[0, 0.2]"
Following,Aquilonius,[],0.146,0.000603,4,-36.854,1,0.0462,0.983,0.926,0.101,0.114,70.889,185848,3,sleep,"[0, 0.2]"
Herinneringen,Sohn Aelia,['sleep'],0.0685,0.00342,0,-37.156,1,0.0418,0.99,0.91,0.106,0.0581,73.644,172357,1,sleep,"[0, 0.2]"
Scorchio,Maria Botican,[],0.154,0.00166,5,-43.838,1,0.0434,0.991,0.854,0.0962,0.117,136.027,196000,1,sleep,"[0, 0.2]"
Boundless,Haldur,[],0.159,0.000652,3,-39.345,1,0.059,0.98,0.957,0.11,0.0678,134.9,178993,4,sleep,"[0, 0.2]"
The Vastness,Iseo Ander,[],0.15,0.000888,0,-39.048,1,0.0491,0.846,0.888,0.112,0.0604,70.317,153720,4,sleep,"[0, 0.2]"
Mystic Reveries,Felices Sueños,[],0.174,0.000604,4,-39.516,0,0.049,0.941,0.973,0.112,0.187,70.207,189693,3,sleep,"[0, 0.2]"
Process,iavú,[],0.15,0.000657,1,-44.026,1,0.0476,0.975,0.96,0.109,0.0753,135.129,163616,3,sleep,"[0, 0.2]"
I Dreamed A Dream,Roofies Dragon,[],0.151,0.00365,5,-43.513,0,0.0372,0.993,0.967,0.108,0.0395,72.523,178968,4,sleep,"[0, 0.2]"
Whishing star,Artivastix,[],0.14,0.00209,8,-50.051,1,0.0403,0.973,0.872,0.081,0.198,141.606,198000,4,sleep,"[0, 0.2]"
Snowflake,Amanda Wildt,[],0.177,0.000665,2,-41.729,1,0.102,0.96,0.962,0.128,0.0395,68.8,182667,4,sleep,"[0, 0.2]"
Tranquillizing,Secret Medicine,[],0.15,0.00129,0,-43.781,1,0.0616,0.994,0.961,0.0925,0.0297,135.708,174550,3,sleep,"[0, 0.2]"
Reminded Me,Arietis,[],0.147,0.000257,5,-44.316,1,0.0479,0.965,0.965,0.104,0.0366,67.546,165739,3,sleep,"[0, 0.2]"
Foraoise,Neave Abeline,[],0.223,0.000276,0,-39.806,1,0.0523,0.97,0.968,0.111,0.0411,70.785,145500,1,sleep,"[0, 0.2]"
Density,Obviame,[],0.148,0.000829,5,-45.213,1,0.0542,0.982,0.971,0.113,0.029,136.298,185487,4,sleep,"[0, 0.2]"
Languid,Neoline Ewing,[],0.184,0.00213,9,-41.634,1,0.0402,0.968,0.964,0.114,0.157,66.245,183000,1,sleep,"[0, 0.2]"
Mudita,Gamini Khatri,[],0.168,0.000801,1,-40.928,1,0.0517,0.989,0.942,0.112,0.0359,68.319,156000,3,sleep,"[0, 0.2]"
Flying Spirits.,Ashlynn Vinno,[],0.141,0.000847,7,-46.052,1,0.0492,0.967,0.93,0.115,0.038,140.062,176000,4,sleep,"[0, 0.2]"
Dimmed Lights,Nicolaj Stavrenko,[],0.147,0.000279,5,-36.706,1,0.0494,0.964,0.97,0.11,0.033,69.207,166350,3,sleep,"[0, 0.2]"
Straight Ahead,Garcíia,[],0.152,0.00114,9,-42.663,1,0.0476,0.992,0.958,0.104,0.0661,135.316,176698,5,sleep,"[0, 0.2]"
Fjord,Reiki Akoya,[],0.0878,0.00185,1,-37.77,1,0.0503,0.973,0.857,0.123,0.0561,85.773,174520,4,sleep,"[0, 0.2]"
Cwsg,Ymlacio,[],0.147,0.000731,11,-39.109,1,0.0469,0.992,0.844,0.17,0.0633,137.895,168000,3,sleep,"[0, 0.2]"
Geteilt,Celine Brandt,[],0.149,0.000942,5,-43.074,1,0.049,0.984,0.939,0.106,0.0796,136.532,156000,5,sleep,"[0, 0.2]"
Coral Dusk,Stellar Serenity,[],0.161,0.00379,7,-34.112,1,0.0476,0.961,0.948,0.11,0.106,136.969,170888,3,sleep,"[0, 0.2]"
Sumi,Zamphire,[],0.188,0.00239,9,-35.089,1,0.0401,0.959,0.941,0.129,0.06,68.127,160000,4,sleep,"[0, 0.2]"
Wandering Sadhu,Salen,[],0.064,0.00108,8,-45.487,1,0.042,0.974,0.905,0.0939,0.103,69.486,200000,3,sleep,"[0, 0.2]"
Noticed,Avieone,[],0.186,0.00264,0,-42.729,1,0.0425,0.977,0.96,0.115,0.0502,70.479,166985,4,sleep,"[0, 0.2]"
Sweven,Corbin Tellier,[],0.216,0.00203,2,-41.516,1,0.0402,0.986,0.945,0.118,0.0388,70.023,183000,1,sleep,"[0, 0.2]"
Lo´s Magma,Robi Dixie,[],0.0738,0.00152,9,-46.788,1,0.0361,0.978,0.935,0.124,0.233,69.84,186000,5,sleep,"[0, 0.2]"
Passages,Kim Nalah,[],0.15,0.002,4,-38.362,1,0.0476,0.976,0.949,0.109,0.0504,135.982,181026,4,sleep,"[0, 0.2]"
Curved,Lugar,['sleep'],0.348,0.000207,2,-34.733,1,0.174,0.869,0.973,0.112,0.0,138.692,137647,4,sleep,"[0, 0.2]"
Dream Reflection,Fabio Secci,[],0.142,0.000886,1,-47.784,1,0.0565,0.956,0.93,0.105,0.0335,139.363,200000,5,sleep,"[0, 0.2]"
Agbaye,Torpor Snooze,[],0.131,0.00108,11,-45.744,1,0.0477,0.967,0.958,0.122,0.0382,144.286,188000,3,sleep,"[0, 0.2]"
Sincerely,Kelly Petersen,[],0.177,0.000257,0,-39.572,1,0.0843,0.962,0.973,0.111,0.0396,140.841,175035,3,sleep,"[0, 0.2]"
Aquiver,Chév Asto,[],0.167,0.000203,0,-39.884,1,0.0891,0.973,0.973,0.11,0.338,137.633,230550,5,sleep,"[0, 0.2]"
Universal Truth,Arush Mandal,['background music'],0.179,0.000246,7,-39.835,1,0.0485,0.948,0.971,0.115,0.0356,134.581,195273,3,sleep,"[0, 0.2]"
Droplet of Grace,South Noon,[],0.156,0.00183,10,-46.861,1,0.0483,0.98,0.837,0.114,0.126,133.97,186000,3,sleep,"[0, 0.2]"
Simplicity,Tiara Greenfield,[],0.225,7e-05,0,-37.512,1,0.0669,0.846,0.973,0.114,0.0,137.547,188000,5,sleep,"[0, 0.2]"
Your Are The Calm,Takhall,[],0.0644,0.00214,9,-47.295,1,0.0432,0.977,0.929,0.0748,0.123,62.378,190000,5,sleep,"[0, 0.2]"
Before The Full Moon,Isah Atkins,[],0.121,0.00147,5,-47.79,1,0.0429,0.96,0.916,0.0966,0.213,76.157,198000,3,sleep,"[0, 0.2]"
Drone,Ayala Cola,[],0.144,0.00113,4,-45.203,1,0.0472,0.946,0.973,0.111,0.0333,138.072,191000,3,sleep,"[0, 0.2]"
Natural Connection,Certificate 16,[],0.145,0.00153,7,-44.248,1,0.0424,0.981,0.936,0.115,0.0913,139.008,208000,3,sleep,"[0, 0.2]"
Myriad,Merlin Loughty,[],0.146,0.000804,0,-38.814,1,0.0554,0.949,0.973,0.114,0.0319,136.564,185146,3,sleep,"[0, 0.2]"
Mindvibe,Sir Dejvid,[],0.377,0.000202,0,-38.741,1,0.233,0.988,0.973,0.104,0.0336,139.796,183201,3,sleep,"[0, 0.2]"
Spiritual,Sleep Cyclone,[],0.0658,0.00232,4,-48.781,1,0.0393,0.965,0.891,0.0687,0.115,69.052,198000,3,sleep,"[0, 0.2]"
Perdonar,Salina Cardenas,[],0.152,0.000935,3,-40.273,1,0.058,0.991,0.924,0.103,0.0765,135.321,162000,5,sleep,"[0, 0.2]"
Unavene,Nova Kral,[],0.087,0.00317,8,-40.849,1,0.0433,0.989,0.957,0.108,0.0353,71.7,136667,4,sleep,"[0, 0.2]"
Infinito,Max Moller,[],0.145,0.00209,10,-43.21,1,0.0504,0.969,0.974,0.11,0.0381,139.556,200000,4,sleep,"[0, 0.2]"
Amicale,Lenovie,[],0.138,0.00206,4,-42.268,1,0.0407,0.982,0.964,0.109,0.0722,68.067,132000,4,sleep,"[0, 0.2]"
Drommenes Verden,Casper Bjerke,[],0.14,0.00354,5,-38.668,1,0.0627,0.85,0.877,0.101,0.0365,139.818,199200,1,sleep,"[0, 0.2]"
Inner Peace,Sabrina McGregor,[],0.127,0.00488,5,-35.14,1,0.0478,0.977,0.828,0.115,0.136,146.626,179222,3,sleep,"[0, 0.2]"
Arcadia,Elsa Whage,[],0.153,0.00826,7,-40.069,1,0.0377,0.988,0.892,0.0912,0.102,136.058,176455,4,sleep,"[0, 0.2]"
Currently,Loe Vida,[],0.171,0.000275,4,-41.804,1,0.0499,0.991,0.958,0.113,0.0396,132.423,163011,4,sleep,"[0, 0.2]"
Haverzh,Iota Psi,[],0.198,0.00143,11,-41.409,1,0.0517,0.989,0.962,0.109,0.102,71.638,187000,5,sleep,"[0, 0.2]"
Nomad,Hatchlings Calm,[],0.155,0.00209,10,-48.628,1,0.0419,0.978,0.93,0.0783,0.175,135.516,200000,3,sleep,"[0, 0.2]"
Anochecer,Lyla Perez-Vega,[],0.151,0.00484,7,-40.215,1,0.04,0.985,0.96,0.115,0.0419,136.911,147000,4,sleep,"[0, 0.2]"
World Beyond,Evolving Stream,[],0.0599,0.000963,0,-38.175,1,0.0528,0.929,0.928,0.113,0.151,67.802,177356,4,sleep,"[0, 0.2]"
Forms,Zonara,[],0.168,0.00233,2,-38.882,1,0.0467,0.984,0.909,0.135,0.0754,79.621,160957,4,sleep,"[0, 0.2]"
Perfection,Mundo Suave,[],0.175,0.00245,6,-39.149,1,0.0501,0.964,0.863,0.105,0.0445,79.233,174314,3,sleep,"[0, 0.2]"
Bywyd,Carwyn,[],0.176,0.000258,0,-39.305,1,0.0539,0.993,0.935,0.0945,0.146,67.545,141000,1,sleep,"[0, 0.2]"
Momenti,Momenti,[],0.14,0.000276,3,-42.113,1,0.0501,0.992,0.941,0.102,0.0591,139.409,192000,5,sleep,"[0, 0.2]"
I Believe I Can Fly,Cosmic Cloak,[],0.152,0.00108,0,-46.765,1,0.0458,0.968,0.912,0.0952,0.107,135.611,194000,5,sleep,"[0, 0.2]"
Evermore,Aari Kumar,[],0.151,0.00655,0,-38.253,1,0.0495,0.976,0.969,0.103,0.0367,137.651,173667,3,sleep,"[0, 0.2]"
Focused,Anda Mané,[],0.174,0.00233,2,-38.755,1,0.0413,0.992,0.925,0.144,0.0671,70.089,194878,4,sleep,"[0, 0.2]"
Sundown,Bo Pettri,[],0.145,0.00134,9,-45.387,1,0.0393,0.99,0.9,0.0947,0.144,140.393,188000,3,sleep,"[0, 0.2]"
Within Reach,Unwritten Skies,['sleep'],0.15,0.000155,2,-38.381,1,0.0588,0.906,0.967,0.111,0.0,139.14,135724,4,sleep,"[0, 0.2]"
Calm Restore,Cornelia Benton,[],0.0922,0.000143,2,-39.869,1,0.0758,0.955,0.972,0.161,0.0592,69.64,188827,3,sleep,"[0, 0.2]"
Merikarp,Fabien Tamm,[],0.19,0.00196,5,-37.911,1,0.0503,0.989,0.926,0.119,0.186,68.487,154499,5,sleep,"[0, 0.2]"
More Than Words,Emeli Saga,[],0.0825,0.00745,9,-38.465,1,0.0417,0.976,0.951,0.105,0.0541,70.393,162424,4,sleep,"[0, 0.2]"
Wholeness,Monet Benitez,[],0.115,0.00211,7,-40.019,1,0.0479,0.993,0.942,0.131,0.0787,73.226,158571,3,sleep,"[0, 0.2]"
Sehnsucht,Tilman Stoiber,[],0.145,0.0142,11,-37.524,1,0.0353,0.977,0.904,0.104,0.0487,69.169,170606,4,sleep,"[0, 0.2]"
Codladh,Cadhla Byrne,[],0.19,0.0022,0,-39.536,1,0.0425,0.987,0.925,0.108,0.0434,68.995,164000,5,sleep,"[0, 0.2]"
Calming Quality,Auxelia,[],0.15,0.0011,1,-40.823,1,0.0511,0.985,0.966,0.159,0.0337,135.845,198214,3,sleep,"[0, 0.2]"
Feelings,Avieone,[],0.214,0.000571,9,-39.851,0,0.0498,0.992,0.968,0.11,0.038,67.683,155931,3,sleep,"[0, 0.2]"
Cloud Gazing,Sleepy Clouds,['sleep'],0.0653,0.000263,8,-35.126,1,0.0541,0.976,0.851,0.112,0.296,32.477,167947,3,sleep,"[0, 0.2]"
Unistades,Eyla Calmes,['sleep'],0.144,0.00324,8,-40.161,1,0.041,0.986,0.956,0.105,0.0313,139.52,165000,4,sleep,"[0, 0.2]"
Oroitzapenak,Leona Montoya,[],0.108,0.00103,4,-40.77,0,0.0426,0.99,0.959,0.115,0.211,69.993,145000,3,sleep,"[0, 0.2]"
Aureole,Parker Woods,[],0.246,0.000581,11,-39.247,1,0.0442,0.982,0.949,0.116,0.0846,71.659,155000,3,sleep,"[0, 0.2]"
Chia,Marcus Rivero,[],0.154,0.00162,5,-44.345,1,0.039,0.982,0.901,0.0901,0.0967,71.627,184000,4,sleep,"[0, 0.2]"
Pulsar Calm,Leon Baker,[],0.0716,0.00246,1,-44.932,1,0.0416,0.978,0.918,0.0838,0.158,69.532,178500,4,sleep,"[0, 0.2]"
All Along,Tegan Riley,[],0.101,0.00193,10,-38.381,1,0.0393,0.98,0.96,0.0925,0.209,70.774,147857,5,sleep,"[0, 0.2]"
Imaginar,Chiara Nieves,[],0.163,0.000262,10,-39.044,1,0.0465,0.979,0.952,0.112,0.0341,72.2,144000,5,sleep,"[0, 0.2]"
Midnight Is Coming,Löve,[],0.121,0.00107,4,-41.949,1,0.0399,0.965,0.926,0.0895,0.151,68.988,178500,5,sleep,"[0, 0.2]"
Samadhi,Isah Atkins,[],0.0827,0.001,7,-44.029,1,0.0457,0.973,0.845,0.131,0.0783,170.615,204000,3,sleep,"[0, 0.2]"
Center of Attention,Angelo Garnier,[],0.144,0.00391,2,-39.722,1,0.0432,0.992,0.729,0.113,0.138,139.86,206250,3,sleep,"[0, 0.2]"
